,Time Relative (sec),Time Absolute (UTC),Time Absolute (Date_Time),Step,Ionizer_State,Pressure_(mBar),External_Pressure_(mBar),1_amu,2_amu_(Hydrogen),15_amu_(Methanol_/_CH3OH),18_amu_(Water),28_amu_(Nitrogen),29_amu_(Methanol_/_CH3OH),30_amu_(Methanol_/_CH3OH),31_amu_(Methanol_/_CH3OH),32_amu_(Oxygen),40_amu_(Argon),44_amu_(CO2),Periph:_Digital_In_0,Periph:_Digital_In_1,Periph:_Digital_In_13,Periph:_Digital_In_14,Periph:_Digital_In_15,Periph:_Digital_In_16,Periph:_Digital_In_17,Periph:_Digital_Out_2,Periph:_Digital_Out_3,Periph:_Digital_Out_4,Periph:_Digital_Out_5,Periph:_Digital_Out_6,Periph:_Digital_Out_7,Periph:_Digital_Out_8,Periph:_Digital_Out_9,Periph:_Digital_Out_10,Periph:_Digital_Out_11,Sig:_CO2_in_%,Sig:_N2_in_%,Sig:_H2_in_%,Sig:_H2O_in_%,Sig:_MeOH_in_%
575,260.54900000000004,1604671506.9029999,2020/11/06_15:05:06.903,1,3,5.792443972e-06,7.389685379e-06,1.5590161110000001e-10,1.646093505e-11,1.4454344839999999e-11,1.696484953e-09,4.568571654e-08,3.725440234e-10,2.189706749e-11,1.9135734659999998e-12,9.89384219e-09,6.62202071e-10,4.255713837e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07266777702,78.00993183,0.2943149739,16.89407572,0.7014705081999999
576,261.0,1604671507.3539999,2020/11/06_15:05:07.354,1,3,5.799171959e-06,7.367050785e-06,1.55991331e-10,1.616313854e-11,1.505367879e-11,1.637689873e-09,4.568023471e-08,3.658350567e-10,2.049027788e-11,1.6450626669999998e-12,9.905858356e-09,6.563604105e-10,4.283432289e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07322337261,78.08833246,0.2942904198,16.93362492,0.6889517587
577,261.45099999999996,1604671507.805,2020/11/06_15:05:07.805,1,3,5.796995992999999e-06,7.330443623e-06,1.5466955490000002e-10,1.712115692e-11,1.532108468e-11,1.564971597e-09,4.589486835e-08,3.6405295439999997e-10,2.124416268e-11,1.460893147e-12,9.937599187999999e-09,6.590056278e-10,4.265592046e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07270114348,78.22148421,0.2927936159,16.93726959,0.6852884584000001
578,261.902,1604671508.256,2020/11/06_15:05:08.256,1,3,5.800136022999999e-06,7.457966149e-06,1.66640729e-10,1.630967757e-11,1.458492355e-11,1.561039409e-09,4.5820296889999995e-08,3.609575416e-10,2.1181049969999998e-11,1.631036452e-12,9.939960854e-09,6.570420319e-10,4.247125915e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07247393521,78.18881038,0.31219078920000004,16.96177823,0.6797613855
579,262.353,1604671508.707,2020/11/06_15:05:08.707,1,3,5.801413863e-06,7.3473083829999995e-06,1.333460148e-10,1.6786651930000003e-11,1.490434338e-11,1.463055344e-09,4.576030932e-08,3.615802657e-10,2.1921030960000002e-11,2.048865201e-12,9.976274917e-09,6.61201649e-10,4.259425451e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07286796114,78.28427752,0.2568388964,17.06687489,0.6850760428
580,262.80400000000003,1604671509.158,2020/11/06_15:05:09.158,1,3,5.7947836470000005e-06,7.401012226e-06,1.348849643e-10,1.696175839e-11,1.483189439e-11,1.535019112e-09,4.582392066e-08,3.639973878e-10,2.077463548e-11,1.309211095e-12,9.871896189e-09,6.576039158e-10,4.314112262e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07376525407000001,78.35246152,0.2596365463,16.8795545,0.6855050820999999
581,263.255,1604671509.609,2020/11/06_15:05:09.609,1,3,5.8034711399999995e-06,7.389685379e-06,1.368500591e-10,1.652472083e-11,1.552039226e-11,1.568922769e-09,4.5700346619999997e-08,3.671858373e-10,2.1650454e-11,1.5393300780000002e-12,9.942096923999999e-09,6.521685414e-10,4.227836831e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07231387591,78.16690489,0.2623356871,17.0051871,0.694253708
582,263.70599999999996,1604671510.06,2020/11/06_15:05:10.060,1,3,5.799866812999999e-06,7.3473083829999995e-06,1.422088419e-10,1.636314868e-11,1.4118992430000001e-11,1.62501379e-09,4.574756929e-08,3.688636063e-10,2.1265952540000003e-11,1.3582387169999998e-12,9.993302186e-09,6.561080013e-10,4.2915435090000004e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07319819724,78.02879297,0.2704664142,17.04495604,0.6918183575
583,264.157,1604671510.5110002,2020/11/06_15:05:10.511,1,3,5.795332982000001e-06,7.3107917159999995e-06,1.471932021e-10,1.647546856e-11,1.4993546340000002e-11,1.6887130579999997e-09,4.578036084e-08,3.8170874789999996e-10,2.138260922e-11,1.998220816e-12,9.941278911e-09,6.544267349999999e-10,4.337428333e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07390164431,78.00114914,0.2788607201,16.93807486,0.7157428607999999
584,264.608,1604671510.9620001,2020/11/06_15:05:10.962,1,3,5.8048708520000015e-06,7.307990472e-06,1.474320804e-10,1.701648024e-11,1.516132705e-11,1.691677576e-09,4.5558397939999996e-08,3.755230293e-10,2.1212785000000002e-11,1.316890715e-12,9.861831352e-09,6.495390892000001e-10,4.319430577e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07398527235,78.03460246,0.2816753581,16.8918163,0.7077727528
585,265.059,1604671511.4129999,2020/11/06_15:05:11.413,1,3,5.796693586e-06,7.401012226e-06,1.52283991e-10,1.613511234e-11,1.451910814e-11,1.697802787e-09,4.573308843e-08,3.719712871e-10,2.0976732500000002e-11,1.7356322540000001e-12,9.927779487e-09,6.537002051e-10,4.271499127e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07285181411000001,77.99927749,0.28724428690000003,16.93215249,0.6979086855
586,265.51,1604671511.8639998,2020/11/06_15:05:11.864,1,3,5.804849933999999e-06,7.2744560379999995e-06,1.5403163469999997e-10,1.681291738e-11,1.4844884e-11,1.648178816e-09,4.568208922e-08,3.6693545419999997e-10,2.213182762e-11,2.045172625e-12,9.914915110999999e-09,6.531840069e-10,4.2382829879999996e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07242755127,78.06561922,0.2919543736,16.94348925,0.6937360253
587,265.961,1604671512.315,2020/11/06_15:05:12.315,1,3,5.788285762000001e-06,7.372707387e-06,1.592279225e-10,1.627892092e-11,1.471322716e-11,1.705417807e-09,4.559472799e-08,3.646335733e-10,2.078463443e-11,1.7380761539999999e-12,9.930899658e-09,6.581330481000001e-10,4.255945596e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07273987387,77.92756483,0.2999649635,16.97325241,0.6868494179000001
588,266.41200000000003,1604671512.766,2020/11/06_15:05:12.766,1,3,5.7946999729999996e-06,7.446543805e-06,1.2978106090000002e-10,1.700615516e-11,1.5601712630000002e-11,1.566121122e-09,4.578943447e-08,3.5998307110000004e-10,2.160542578e-11,1.7109564630000002e-12,9.970142933e-09,6.580228029e-10,4.32044886e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0737622679,78.17550078,0.2506072472,17.02185069,0.6810369854
589,266.863,1604671513.217,2020/11/06_15:05:13.217,1,3,5.8044192879999995e-06,7.386845937e-06,1.522196535e-10,1.636359798e-11,1.437207384e-11,1.486931911e-09,4.591857206e-08,3.611988209e-10,2.175715337e-11,1.5625008880000001e-12,9.955404501e-09,6.560435528e-10,4.268313827e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07280443984,78.32310491,0.2875517052,16.98088935,0.6803858420000001
590,267.314,1604671513.668,2020/11/06_15:05:13.668,1,3,5.800688996e-06,7.352949978999999e-06,1.337598782e-10,1.7129722990000002e-11,1.482281832e-11,1.517392656e-09,4.587860758e-08,3.6406519469999996e-10,2.155946255e-11,2.0251261609999997e-12,9.890865016e-09,6.519568774000001e-10,4.247125568e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07255745379,78.37853852,0.2577782335,16.89745146,0.6875800287
591,267.765,1604671514.119,2020/11/06_15:05:14.119,1,3,5.800011877000001e-06,7.412364539e-06,1.379878156e-10,1.715033844e-11,1.469172527e-11,1.5203177609999999e-09,4.5663885119999996e-08,3.670406479e-10,2.118812938e-11,1.110118833e-12,9.96932048e-09,6.536171604e-10,4.3564908630000005e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07458483555999999,78.1783658,0.2656026163,17.06786843,0.6917163012
592,268.216,1604671514.57,2020/11/06_15:05:14.570,1,3,5.800871804e-06,7.395341981e-06,1.427408747e-10,1.705660439e-11,1.510158665e-11,1.662209481e-09,4.5853163039999995e-08,3.6765940289999996e-10,2.159281955e-11,1.593107048e-12,9.965898329000001e-09,6.576852951e-10,4.27986882e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07285193202000001,78.05125945,0.27200728739999996,16.96395329,0.6910028877
593,268.66700000000003,1604671515.0210001,2020/11/06_15:05:15.021,1,3,5.7963588920000005e-06,7.367050785e-06,1.436764874e-10,1.689697687e-11,1.3966546669999999e-11,1.684407724e-09,4.578214075e-08,3.8233688439999997e-10,2.177455959e-11,1.247022125e-12,9.938288414e-09,6.537578257e-10,4.283382676e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07299396408,78.01824375,0.273636389,16.93603216,0.7145799765
594,269.118,1604671515.4720001,2020/11/06_15:05:15.472,1,3,5.792971478999999e-06,7.350132364e-06,1.5012312230000003e-10,1.651720774e-11,1.436718799e-11,1.713220898e-09,4.575487011e-08,3.748919508e-10,2.0723539199999998e-11,2.105178228e-12,1.0008673890000001e-08,6.521982954e-10,4.365582201e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07430607822,77.87884413,0.28363661079999997,17.03565002,0.7014100541
595,269.569,1604671515.9229999,2020/11/06_15:05:15.923,1,3,5.793834134e-06,7.330443623e-06,1.5177199769999998e-10,1.6884023689999997e-11,1.568252819e-11,1.643455705e-09,4.588216385e-08,3.718299557e-10,2.1335233929999998e-11,1.352012144e-12,9.998426087000001e-09,6.546708731000001e-10,4.297940823e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0730935459,78.0301588,0.28682727739999997,17.00396646,0.6976120432999999
596,270.02,1604671516.3739998,2020/11/06_15:05:16.374,1,3,5.792468982999999e-06,7.401012226e-06,1.5631822230000003e-10,1.65818418e-11,1.454034376e-11,1.7097340210000001e-09,4.573664825e-08,3.6468253419999997e-10,2.099973147e-11,1.605768144e-12,9.922844768000001e-09,6.501092997e-10,4.272629819e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07286602388999999,77.99991679,0.2948661768,16.92255764,0.6852837104
597,270.471,1604671516.825,2020/11/06_15:05:16.825,1,3,5.801233783e-06,7.358587027000001e-06,1.6389177519999998e-10,1.644779798e-11,1.4836706520000002e-11,1.738912014e-09,4.5732978289999997e-08,3.618801092e-10,2.118631832e-11,1.8157643359999999e-12,9.928212029999999e-09,6.525031626e-10,4.175356241e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07116144338,77.94364259,0.30735639260000003,16.92085315,0.6812490267
598,270.922,1604671517.276,2020/11/06_15:05:17.276,1,3,5.799579412000001e-06,7.367050785e-06,1.5673420890000002e-10,1.657054181e-11,1.404687217e-11,1.574124053e-09,4.5638319789999996e-08,3.604123389e-10,2.091186599e-11,1.171139032e-12,9.972435322e-09,6.53161969e-10,4.296495798e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07350612647999999,78.07981817,0.2964965295,17.06123144,0.6784198952
599,271.373,1604671517.7270002,2020/11/06_15:05:17.727,1,3,5.795194738e-06,7.352949978999999e-06,1.48971252e-10,1.65679085e-11,1.5156487179999998e-11,1.66020675e-09,4.544742183e-08,3.614053501e-10,2.098099645e-11,1.61941001e-12,9.956472091e-09,6.544004227000001e-10,4.290452715e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07355973052999999,77.91951863,0.2838165771,17.07035254,0.6843629106999999
600,271.824,1604671518.178,2020/11/06_15:05:18.178,1,3,5.799912287000001e-06,7.412364539e-06,1.297443819e-10,1.679774375e-11,1.380129865e-11,1.4159944330000001e-09,4.568201106e-08,3.641814628e-10,2.139030446e-11,1.150319857e-12,9.936224287999999e-09,6.505116446e-10,4.188150174e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07187034638999999,78.39217370000001,0.2514721988,17.05096168,0.6873142862
601,272.275,1604671518.629,2020/11/06_15:05:18.629,1,3,5.795824562999999e-06,7.355768048e-06,1.378670927e-10,1.6796675159999998e-11,1.4698962530000003e-11,1.4807926e-09,4.562748757e-08,3.6643840739999993e-10,2.0870796410000002e-11,1.828928068e-12,9.91948923e-09,6.571935218e-10,4.306274434e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07388112984,78.28136327,0.265350806,17.01849436,0.6928481048999999
602,272.726,1604671519.08,2020/11/06_15:05:19.080,1,3,5.797645372000001e-06,7.44369072e-06,1.429219104e-10,1.702983934e-11,1.404708554e-11,1.593446042e-09,4.568561351e-08,3.679918315e-10,2.1398766440000002e-11,1.065594444e-12,9.898939445999999e-09,6.556746812e-10,4.239417845e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07254243519999999,78.17454611,0.2737000661,16.93848541,0.6921623179999999
603,273.177,1604671519.5310001,2020/11/06_15:05:19.531,1,3,5.80122969e-06,7.3473083829999995e-06,1.483551754e-10,1.638780951e-11,1.482153809e-11,1.677439743e-09,4.56056668e-08,3.6830141710000003e-10,2.066574342e-11,1.706655325e-12,9.959234326000001e-09,6.555329057e-10,4.2856877769999996e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07324588621,77.94379,0.28155914649999997,17.02114065,0.6930245062999999
604,273.628,1604671519.982,2020/11/06_15:05:19.982,1,3,5.796879577000001e-06,7.378351256e-06,1.4936098190000002e-10,1.655283723e-11,1.498144143e-11,1.6217763800000002e-09,4.5711068710000003e-08,3.7713665519999996e-10,2.186004155e-11,1.6194502340000002e-12,9.985828164e-09,6.598795954e-10,4.253686986e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07258529322,78.00177438,0.2831168173,17.03990603,0.7091794229
605,274.079,1604671520.4329998,2020/11/06_15:05:20.433,1,3,5.7988995650000005e-06,7.333244412e-06,1.544885886e-10,1.606213773e-11,1.5089048069999997e-11,1.710380393e-09,4.577652035e-08,3.7156688839999994e-10,2.065152736e-11,1.553412238e-12,9.931246048000001e-09,6.498866445e-10,4.287635177e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07305523425,77.99671099,0.2905942961,16.92143749,0.6966410583
606,274.53,1604671520.8839998,2020/11/06_15:05:20.884,1,3,5.8011610240000005e-06,7.344493497000001e-06,1.5400483669999998e-10,1.677099605e-11,1.503825189e-11,1.653921777e-09,4.566923195e-08,3.6551373039999997e-10,2.14204314e-11,1.194744173e-12,9.902548115e-09,6.577669519999999e-10,4.2992966830000004e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0734917425,78.06652303,0.2919224806,16.92731556,0.6891698606000001
607,274.981,1604671521.335,2020/11/06_15:05:21.335,1,3,5.8034997889999996e-06,7.415213531000001e-06,1.553621259e-10,1.615365654e-11,1.4277480239999998e-11,1.700212193e-09,4.562739164e-08,3.628777001e-10,2.105503445e-11,1.6387182409999998e-12,9.996960593000001e-09,6.586955981000001e-10,4.1815533669999995e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07136190096,77.86717321,0.29270682940000003,17.06069609,0.682377515
608,275.432,1604671521.786,2020/11/06_15:05:21.786,1,3,5.7981455940000005e-06,7.409533282000001e-06,1.309264641e-10,1.7185877720000002e-11,1.529255368e-11,1.671092931e-09,4.562377498e-08,3.602750598e-10,2.132186615e-11,1.7414324109999998e-12,9.828116987000001e-09,6.540891162000001e-10,4.25320959e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07287092026,78.16794348,0.2537632445,16.83867005,0.6829807181
609,275.883,1604671522.2370002,2020/11/06_15:05:22.237,1,3,5.794595836e-06,7.378351256e-06,1.450473353e-10,1.672350973e-11,1.4264192259999999e-11,1.597763366e-09,4.556004285e-08,3.629143097e-10,2.0811161819999998e-11,8.468640828e-13,9.862409556e-09,6.551453824e-10,4.219376931e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07240065172,78.17686944,0.2775839845,16.92299339,0.684367029
610,276.334,1604671522.688,2020/11/06_15:05:22.688,1,3,5.798226084e-06,7.361406915e-06,1.2929234070000002e-10,1.633159753e-11,1.484513033e-11,1.3971007679999999e-09,4.5572896569999996e-08,3.6324029900000003e-10,2.108451608e-11,1.448073866e-12,9.943704526e-09,6.501227889e-10,4.220696015e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07258006877,78.3682112,0.25041830579999996,17.09942521,0.6889120487
611,276.785,1604671523.139,2020/11/06_15:05:23.139,1,3,5.7990155260000005e-06,7.361406915e-06,1.384364429e-10,1.6813528e-11,1.4051476999999999e-11,1.608824074e-09,4.580567747e-08,3.6562072810000007e-10,2.1282206899999997e-11,9.259313151e-13,9.99541605e-09,6.541187036000001e-10,4.259382083e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07260670048,78.08172734,0.2646437421,17.03848505,0.6850572489
612,277.236,1604671523.59,2020/11/06_15:05:23.590,1,3,5.794801382000001e-06,7.3276269179999995e-06,1.356944279e-10,1.682863224e-11,1.4585612229999998e-11,1.634874014e-09,4.566021872e-08,3.6694047799999995e-10,2.117999526e-11,1.803499299e-12,9.985781979000001e-09,6.548002696000001e-10,4.324933814e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07388507916,78.00371103,0.260563025,17.05922735,0.6910446259
613,277.687,1604671524.0410001,2020/11/06_15:05:24.041,1,3,5.797054655e-06,7.3925098150000005e-06,1.4298515149999999e-10,1.6696342230000002e-11,1.464099501e-11,1.6929985190000001e-09,4.559288769e-08,3.6748129539999997e-10,2.096991851e-11,1.076442538e-12,9.951548918000002e-09,6.534485175e-10,4.28599517e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0732678884,77.93976602,0.27297104640000003,17.01189448,0.6909150029000001
614,278.138,1604671524.492,2020/11/06_15:05:24.492,1,3,5.8026998889999994e-06,7.398177331000001e-06,1.4696398269999998e-10,1.6162517499999998e-11,1.496057445e-11,1.710814823e-09,4.580575563e-08,3.763486467e-10,2.1096990470000002e-11,1.6542552919999998e-12,9.944376878e-09,6.521968521e-10,4.2781410359999995e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07284035954,77.98966143,0.2777419637,16.93146582,0.7049864187999999
615,278.589,1604671524.9429998,2020/11/06_15:05:24.943,1,3,5.80956339e-06,7.369882042e-06,1.5733692130000003e-10,1.6597938300000002e-11,1.475546595e-11,1.683423623e-09,4.5878426389999994e-08,3.69743236e-10,2.147987517e-11,1.7545359700000002e-12,1.000486272e-08,6.565440969e-10,4.2293377130000004e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07186979851,77.96192889,0.2955702325,17.00141999,0.6928672684
616,279.04,1604671525.394,2020/11/06_15:05:25.394,1,3,5.8095124590000004e-06,7.4379886429999985e-06,1.47588608e-10,1.613761902e-11,1.458766441e-11,1.697056384e-09,4.562738454e-08,3.658227332e-10,2.088997725e-11,1.4178137830000001e-12,9.927582312e-09,6.551051923e-10,4.256472258e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07274014375,77.97401954,0.2797967088,16.96554613,0.6882173114
617,279.491,1604671525.845,2020/11/06_15:05:25.845,1,3,5.806529771000001e-06,7.398177331000001e-06,1.5789726469999998e-10,1.729089615e-11,1.571535263e-11,1.600273469e-09,4.5776598510000004e-08,3.622256106e-10,2.1416028669999998e-11,1.278246714e-12,9.953711633e-09,6.5447886e-10,4.3117766299999995e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07357477924,78.1117256,0.2989354822,16.98469561,0.6836311748999999
618,279.942,1604671526.296,2020/11/06_15:05:26.296,1,3,5.81446011e-06,7.355768048e-06,1.542985739e-10,1.6459928909999998e-11,1.3850066930000001e-11,1.688312046e-09,4.559652211e-08,3.6185549e-10,2.1478511679999998e-11,1.33177757e-12,9.936021783e-09,6.528272367000001e-10,4.205716678e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07191101343999999,77.96274371,0.2919696673,16.98900451,0.681398215
619,280.393,1604671526.7470002,2020/11/06_15:05:26.747,1,3,5.808994501e-06,7.401012226e-06,1.3019685330000002e-10,1.663153122e-11,1.462160948e-11,1.5882177800000002e-09,4.5605656139999995e-08,3.598408793e-10,2.155093465e-11,1.812003672e-12,9.922898947e-09,6.552307585e-10,4.256641567e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0729386254,78.14644049,0.2515941351,17.00313728,0.6816838895999999
620,280.844,1604671527.198,2020/11/06_15:05:27.198,1,3,5.8036389420000015e-06,7.486598861e-06,1.34174033e-10,1.67085009e-11,1.4339679620000001e-11,1.40954004e-09,4.554011213e-08,3.639328283e-10,2.0856531779999998e-11,1.1064862129999999e-12,9.910822385e-09,6.550613940000001e-10,4.2566419140000004e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07325243538,78.36985558,0.2596533438,17.05550739,0.6887642323000001
621,281.295,1604671527.649,2020/11/06_15:05:27.649,1,3,5.80533424e-06,7.420899237000001e-06,1.375454889e-10,1.671426365e-11,1.5007457079999998e-11,1.593179144e-09,4.572391887e-08,3.6691180649999997e-10,2.127240051e-11,1.351718e-12,9.94141125e-09,6.509598971e-10,4.233154105e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07234849457999999,78.1463801,0.263644096,16.990785600000002,0.6914018237999999
622,281.746,1604671528.1,2020/11/06_15:05:28.100,1,3,5.799728569e-06,7.307990472e-06,1.4200891850000001e-10,1.628406611e-11,1.3787598670000001e-11,1.652007642e-09,4.56783944e-08,3.7181890899999997e-10,2.144595092e-11,1.3756413540000002e-12,9.906846898000001e-09,6.552408061000001e-10,4.2088173220000005e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07194399772000001,78.08099167,0.2705802902,16.93440499,0.6981521895999999
623,282.197,1604671528.551,2020/11/06_15:05:28.551,1,3,5.807408343e-06,7.457966149e-06,1.4529745459999998e-10,1.667242039e-11,1.507435149e-11,1.688326923e-09,4.569299961e-08,3.6921116160000006e-10,2.1111813690000002e-11,1.892906621e-12,9.940523070999999e-09,6.54911958e-10,4.3388515e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07405521726,77.98849564,0.2764490622,16.96641601,0.695160153
624,282.64799999999997,1604671529.002,2020/11/06_15:05:29.002,1,3,5.804202828999999e-06,7.296797321e-06,1.5127746280000002e-10,1.72197534e-11,1.461404088e-11,1.7145013190000002e-09,4.5709306560000005e-08,3.7545708210000006e-10,2.0977245980000002e-11,1.166915956e-12,9.951365953e-09,6.576306166e-10,4.368929524e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07448240043,77.92615688,0.2872574863,16.96529138,0.7027530141
625,283.099,1604671529.4529998,2020/11/06_15:05:29.453,1,3,5.808953573999999e-06,7.386845937e-06,1.523271648e-10,1.6000738930000002e-11,1.501397444e-11,1.7171783989999998e-09,4.571841572e-08,3.699116014e-10,2.115336899e-11,1.7077220709999998e-12,9.894105091e-09,6.575400223999999e-10,4.179161184e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07131048227999999,78.01092446,0.2872237625,16.88265599,0.695820587
626,283.55,1604671529.904,2020/11/06_15:05:29.904,1,3,5.810004495e-06,7.452252248e-06,1.645349273e-10,1.677724973e-11,1.490912775e-11,1.7109470510000002e-09,4.569831091e-08,3.642988133e-10,2.13835321e-11,1.8795865469999998e-12,9.91803617e-09,6.479113357000001e-10,4.31187204e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07357878802000001,77.98066131,0.3093953188,16.92436775,0.6867859833
627,284.001,1604671530.355,2020/11/06_15:05:30.355,1,3,5.805345154e-06,7.412364539e-06,1.5548205780000003e-10,1.6916495980000002e-11,1.4466482699999998e-11,1.556478613e-09,4.577279e-08,3.619741729e-10,2.097235059e-11,1.2394847520000001e-12,9.903048159e-09,6.531091779e-10,4.2850657049999996e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07324982828,78.24498475,0.2947017695,16.92848201,0.6814650815000001
628,284.452,1604671530.806,2020/11/06_15:05:30.806,1,3,5.804384272999999e-06,7.418055702000001e-06,1.614078871e-10,1.7018362409999998e-11,1.52009013e-11,1.640430347e-09,4.5729212419999997e-08,3.62089414e-10,2.069770223e-11,1.596367244e-12,9.908425191e-09,6.555012643999999e-10,4.171919407e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0712499462,78.09843879,0.30472450289999997,16.92206136,0.6824284733
629,284.903,1604671531.2570002,2020/11/06_15:05:31.257,1,3,5.813215012e-06,7.398177331000001e-06,1.316926707e-10,1.6391398660000002e-11,1.4382390239999999e-11,1.529425475e-09,4.560548916e-08,3.614426813e-10,2.144952965e-11,1.3577963619999999e-12,9.872755058e-09,6.532709373e-10,4.183905652e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07182732776,78.29336247,0.2542237772,16.94908233,0.6843533831
630,285.35400000000004,1604671531.708,2020/11/06_15:05:31.708,1,3,5.796966434e-06,7.372707387e-06,1.361754737e-10,1.7191137399999998e-11,1.4470767470000001e-11,1.495956581e-09,4.5540030410000004e-08,3.615686361e-10,2.122052187e-11,1.860889264e-12,9.952420221e-09,6.536579056e-10,4.322954494e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07422938064,78.19671144,0.26334555600000004,17.08928442,0.6853296956
631,285.805,1604671532.159,2020/11/06_15:05:32.159,1,3,5.813214102e-06,7.338867363e-06,1.3845954939999998e-10,1.669606293e-11,1.427856618e-11,1.580126252e-09,4.572914847e-08,3.676864091e-10,2.092408885e-11,8.838968510999999e-13,9.871480522e-09,6.547932196e-10,4.392134573e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07515836666,78.25188529,0.2655028485,16.8921134,0.6909377604000001
632,286.256,1604671532.61,2020/11/06_15:05:32.610,1,3,5.795438937999998e-06,7.352949978999999e-06,1.439460773e-10,1.622302639e-11,1.493387011e-11,1.637230906e-09,4.572197199e-08,3.6673245e-10,2.10959826e-11,1.662935523e-12,9.93939242e-09,6.575681111000001e-10,4.29286641e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07330253047999999,78.07222320000001,0.2734955967,16.97193778,0.6905733959999999
